report_id,file,rVSM_similarity,collab_filter,classname_similarity,bug_recency,bug_frequency,match
1,docs\sandbox\ubc-design-patterns\src\ca\ubc\cs\spl\aspectPatterns\examples\memento\java\CounterMemento.java,0.03255104061485833,0.0,0.0,0,0,0
1,tests\src\test\java\org\aspectj\systemtest\ajc160\NewFeatures.java,0.03235296740993302,0.0,0.0,0,0,0
1,tests\bugs153\pr162135\Foo.java,0.0314501253971226,0.0,0.0,0,0,0
1,tests\src\test\java\org\aspectj\systemtest\ajc191\Ajc191Tests.java,0.029252101354798703,0.0,0.0,0,0,0
1,tests\features164\declareMixin\CaseK.java,0.028798640739933358,0.0,0.0,0,0,0
1,tests\bugs161\pr102733\Invoker.java,0.026122967774260382,0.0,0.0,0,0,0
1,tests\new\IndeterminateArgType.java,0.025607355567107786,0.0,0.0,0,0,0
1,tests\new\typepatternmatch\pack1\IntroErrorLocation.java,0.024151065690013063,0.0,0.0,0,0,0
1,tests\new\CflowBelowTest.java,0.02327724571574626,0.0,0.0,0,0,0
1,tests\bugs160\pr214994\Broke.java,0.023103769827592113,0.0,0.0,0,0,0
1,tests\src\test\java\org\aspectj\systemtest\ajc150\AnnotationRuntimeTests.java,0.02218904242048987,0.0,0.0,0,0,0
1,weaver\src\test\java\org\aspectj\weaver\patterns\bcel\BcelSignaturePatternTestCase.java,0.021466155766906324,0.0,0.0,0,0,0
1,docs\sandbox\aopalliance\src\org\aspectj\aopalliance\MethodInvocationClosure.java,0.017967841602865995,0.0,0.0,0,0,0
1,tests\bugs170\xmldefs\Hello6.java,0.01316683731169063,0.0,0.0,0,0,0
1,ajde\src\test\java\org\aspectj\ajde\ui\NullIdeStructureViewRenderer.java,0.013041639702891126,0.0,0.0,0,0,0
1,ajde\src\main\java\org\aspectj\ajde\ui\swing\OptionsFrame.java,0.008622292973139226,0.0,0.0,0,0,0
1,bcel-builder\src\test\java\org\aspectj\apache\bcel\classfile\tests\MethodAnnotationsTest.java,0.00809407400152776,0.0,0.0,0,0,0
1,ajde\testdata\examples\figures-coverage\editor\Editor.java,0.0,0.0,0.0,0,0,0
1,tests\bugs1612\pr350800_3\AbstractAdapter.java,0.0,0.0,0.0,0,0,0
1,tests\bugs154\pr169432\case1\ClassThatAlreadyIncludesRequiredMethods.java,0.0,0.0,0.0,0,0,0
1,tests\features169\transparent\TwoItdsOnTarget.java,0.0,0.0,0.0,0,0,0
1,tests\bugs151\pr128237.java,0.0,0.0,0.0,0,0,0
1,tests\bugs175\pr423257\Test.java,0.032834556406452914,0.0,0.0,0,0,1
1,org.aspectj.matcher\src\main\java\org\aspectj\weaver\Checker.java,0.10293659878589723,0.0,0.0,0,0,0
1,tests\bugs152\pr128443\CovariantDeclaredParent.java,0.09908457179045788,0.0,0.0,0,0,0
1,bridge\src\main\java\org\aspectj\bridge\context\PinpointingMessageHandler.java,0.09063634048235508,0.0,0.0,0,0,0
1,testing\src\test\java\org\aspectj\testing\ajde\CompileCommand.java,0.08232731636041489,0.0,0.0,0,0,0
1,org.aspectj.matcher\src\main\java\org\aspectj\weaver\patterns\PerObject.java,0.076077716433716,0.0,0.0,0,0,0
1,bridge\src\main\java\org\aspectj\bridge\ISourceLocation.java,0.07271430201344109,0.0,0.0,0,0,0
1,org.aspectj.matcher\src\main\java\org\aspectj\weaver\BindingScope.java,0.07247899681827055,0.0,0.0,0,0,0
1,ajde\src\main\java\org\aspectj\ajde\IconRegistry.java,0.07183315306455026,0.0,0.0,0,0,0
1,bridge\src\main\java\org\aspectj\bridge\MessageHandler.java,0.06925100452434786,0.0,0.0,0,0,0
1,tests\bugs164\pr265360\Foo.java,0.0684361845938341,0.0,0.0,0,0,0
1,org.aspectj.matcher\src\main\java\org\aspectj\weaver\reflect\ReflectionBasedResolvedMemberImpl.java,0.06279040613741318,0.0,0.0,0,0,0
1,tests\base\test130\Driver.java,0.05992996822422367,0.0,0.0,0,0,0
1,tests\features153\ptw\CaseThree.java,0.059929968224223654,0.0,0.0,0,0,0
1,testing-util\src\main\java\org\aspectj\testing\util\TestUtil.java,0.05555051500216655,0.0,0.0,0,0,0
1,tests\multiIncremental\PR278496_2\base\a\b\c\Azpect.java,0.05325383733705391,0.0,0.0,0,0,0
1,tests\new\CircularAdvice.java,0.052945317855766005,0.0,0.0,0,0,0
1,bcel-builder\src\main\java\org\aspectj\apache\bcel\classfile\CodeException.java,0.0527362947307595,0.0,0.0,0,0,0
1,docs\sandbox\ubc-design-patterns\src\ca\ubc\cs\spl\aspectPatterns\examples\iterator\java\SimpleList.java,0.05169147196495959,0.0,0.0,0,0,0
1,tests\bugs\pr72531\de\rohith\PrinterWorld.java,0.05120046345978367,0.0,0.0,0,0,0
1,tests\ajde\examples\spacewar\spacewar\Registry.java,0.05102732571324414,0.0,0.0,0,0,0
1,docs\sandbox\ubc-design-patterns\src\ca\ubc\cs\spl\aspectPatterns\examples\factoryMethod\java\ButtonCreator.java,0.05027471632855769,0.0,0.0,0,0,0
1,tests\new\FinalConstructorParm.java,0.04971983198380276,0.0,0.0,0,0,0
1,org.aspectj.matcher\src\main\java\org\aspectj\weaver\WeaverStateInfo.java,0.048911941281930736,0.0,0.0,0,0,0
1,tests\bugs163\pr154427\CallAndMethodSignatureAspect.java,0.047386191294922754,0.0,0.0,0,0,0
1,docs\dist\doc\examples\spacewar\SpaceObject.java,0.04142628753704233,0.0,0.0,0,0,0
1,tests\features153\ptw\CaseOne.java,0.038694017190805174,0.0,0.0,0,0,0
1,ajde.core\src\main\java\org\aspectj\ajde\core\internal\AjdeCoreMessageHandlerAdapter.java,0.03796832174756741,0.0,0.0,0,0,0
1,testing\src\test\java\org\aspectj\testing\harness\bridge\FlatSuiteReader.java,0.0377885146882062,0.0,0.0,0,0,0
1,tests\multiIncremental\SpaceWar\base\src\spacewar\Display.java,0.036623295554129055,0.0,0.0,0,0,0
1,tests\bugs151\pr123695\Main.java,0.03561329214283343,0.0,0.0,0,0,0
1,tests\bugs1612\pr349398\DataGeneratorCacheAspect.java,0.030227234890129854,0.0,0.0,0,0,0
1,tests\new\SourceLocationWithinExpr.java,0.029727679887358253,0.0,0.0,0,0,0
1,tests\bugs183\442425\EntityControllerAspect.java,0.02836563512567268,0.0,0.0,0,0,0
1,tests\bugs153\pr161502\Main.java,0.0272686714979773,0.0,0.0,0,0,0
1,bcel-builder\src\test\java\org\aspectj\apache\bcel\classfile\tests\TypeAnnotationsTest.java,0.025974024662573873,0.0,0.0,0,0,0
1,testing\figures-coverage\figures\Main.java,0.023885029684619086,0.0,0.0,0,0,0
1,tests\options\injars\simple\DecParents.java,0.023575263849195234,0.0,0.0,0,0,0
1,tests\bugs192\nestmates\Outer2.java,0.020133726963462828,0.0,0.0,0,0,0
1,ajde\src\test\java\org\aspectj\ajde\ui\utils\TestIdeUIAdapter.java,0.019837653804381846,0.0,0.0,0,0,0
1,tests\pureJava\NestedFinally.java,0.0182995581159464,0.0,0.0,0,0,0
1,runtime\src\main\java\org\aspectj\lang\annotation\DeclareError.java,0.017259019299591987,0.0,0.0,0,0,0
1,tests\bugs153\pr164633\Model.java,0.014656245094976874,0.0,0.0,0,0,0
1,org.aspectj.ajdt.core\testdata\src1\BadA.java,0.013383759579772888,0.0,0.0,0,0,0
1,tests\src\test\java\org\aspectj\systemtest\AllTests16.java,0.009424787571686355,0.0,0.0,0,0,0
1,tests\new\introTypeMissing\Cast.java,0.00892425648263403,0.0,0.0,0,0,0
1,tests\ajde\examples\figures-coverage\figures\Figure.java,0.007183062463279495,0.0,0.0,0,0,0
1,tests\bugs162\pr246264\A.java,0.0,0.0,0.0,0,0,0
1,tests\bugs153\pr152848\PairNormal.java,0.0,0.0,0.0,0,0,0
1,lib\docbook\docbook-xsl\extensions\xalan2\com\nwalsh\xalan\FormatUnicodeCallout.java,0.0,0.0,0.0,0,0,0
1,tests\src\test\java\org\aspectj\testing\Harness.java,0.0,0.0,0.0,0,0,0
2,tests\bugs174\extra_inserts\Code.java,0.06868256976139267,0.0,0.0,0,0,1
2,tests\bugs153\pr159143\DeclareMethodAnnotation.java,0.10599272211493384,0.0,0.0,0,0,0
2,tests\multiIncremental\pr128655\inc1\T.java,0.09108967292306344,0.0,0.0,0,0,0
2,taskdefs\testdata\incTest\src\Nothing.java,0.0706163279953344,0.0,0.0,0,0,0
2,tests\bugs160\various\S.java,0.06718847652924986,0.0,0.0,0,0,0
2,runtime\src\main\java\org\aspectj\lang\annotation\SuppressAjWarnings.java,0.05556738980350283,0.0,0.0,0,0,0
2,tests\bugs150\pr115252\OrTypePattern.java,0.0555027772180043,0.0,0.0,0,0,0
2,tests\incremental\interPackage\src\app\Main.20.java,0.05487258276218212,0.0,0.0,0,0,0
2,tests\features169\itdInnerTypes\one\Vote.java,0.05266346774919576,0.0,0.0,0,0,0
2,tests\bugs164\pr266420\B.java,0.05266346774919576,0.0,0.0,0,0,0
2,tests\new\packagevisibility\PackagesAndAdviceCf.java,0.05174256143329284,0.0,0.0,0,0,0
2,tests\multiIncremental\pr318884_5\base\src\B.java,0.04382799779539186,0.0,0.0,0,0,0
2,tests\bugs151\pr129566\SkipList.java,0.04140551097717508,0.0,0.0,0,0,0
2,tests\multiIncremental\Annos\inc2\src\Parent.java,0.038330800219044614,0.0,0.0,0,0,0
2,testing-drivers\testdata\incremental\harness\sourceAdded\main\Target.20.java,0.03625870803765041,0.0,0.0,0,0,0
2,tests\incremental\initialTests\aspectSourceAdded\Detour.20.java,0.03625870803765041,0.0,0.0,0,0,0
2,tests\bugs161\pr199130\Complex2.java,0.03543971654199267,0.0,0.0,0,0,0
2,org.aspectj.matcher\src\main\java\org\aspectj\weaver\Checker.java,0.034960385107842454,0.0,0.0,0,0,0
2,bcel-builder\testsrc_j8\Parameters.java,0.03490781227475711,0.0,0.0,0,0,0
2,tests\multiIncremental\pr318884_4\base\src\B.java,0.03448998953123608,0.0,0.0,0,0,0
2,tests\bugs169\pr44365\Errors2.java,0.03448998953123608,0.0,0.0,0,0,0
2,tests\incremental\injarSrc\two\InjarTwoMain.java,0.032957177740365697,0.0,0.0,0,0,0
2,tests\java5\ataspectj\coverage\Test016.java,0.0316121005767702,0.0,0.0,0,0,0
2,tests\features169\itdInnerTypes\ten\Construction.java,0.0316121005767702,0.0,0.0,0,0,0
2,tests\bugs154\pr171953\test\TestExecutable.java,0.03041932046423395,0.0,0.0,0,0,0
2,tests\bugs1611\pr332388_2\MyAspect.java,0.029352109213202998,0.0,0.0,0,0,0
2,tests\bugs\IncorrectXlintOnInterface.java,0.02891253743287159,0.0,0.0,0,0,0
2,tests\multiIncremental\PR164384\base\MainClass.java,0.028389876085259523,0.0,0.0,0,0,0
2,docs\sandbox\ubc-design-patterns\src\ca\ubc\cs\spl\aspectPatterns\examples\state\java\QueueFull.java,0.02836832874523547,0.0,0.0,0,0,0
2,tests\bugs154\pr166647\ClassWithMain.java,0.027516467115510493,0.0,0.0,0,0,0
2,tests\bugs163\pr171042\RunnableAspect.java,0.026719007078600206,0.0,0.0,0,0,0
2,tests\bugs151\pr126560\pkg1\C.java,0.025987090669821085,0.0,0.0,0,0,0
2,tests\bugs187\475152\TestClass.java,0.025987090669821085,0.0,0.0,0,0,0
2,testing\src\test\java\org\aspectj\testing\harness\bridge\IncCompilerRun.java,0.025425587359543297,0.0,0.0,0,0,0
2,tests\java5\annotations\within\PlainWithin.java,0.023967616287196184,0.0,0.0,0,0,0
2,testing-drivers\testdata\incremental\harness\classUpdated\main\Main.20.java,0.022582833207113892,0.0,0.0,0,0,0
2,tests\bugs193\543657\Basic3b.java,0.021898511890214835,0.0,0.0,0,0,0
2,org.aspectj.ajdt.core\src\main\java\org\aspectj\ajdt\internal\compiler\ITDFieldPrinter.java,0.021799510955682333,0.0,0.0,0,0,0
2,weaver\src\main\java\org\aspectj\weaver\bcel\BcelWorld.java,0.02134781098220297,0.0,0.0,0,0,0
2,org.aspectj.ajdt.core\src\main\java\org\aspectj\ajdt\internal\compiler\ast\DeclareAnnotationDeclaration.java,0.020338166930188757,0.0,0.0,0,0,0
2,docs\test\antScriptTest\ec\project\src\org\smart\app\Main.java,0.02024055579037988,0.0,0.0,0,0,0
2,tests\features151\ataround\A6.java,0.020158125964022635,0.0,0.0,0,0,0
2,tests\new\AroundChangeThis.java,0.019061993083657764,0.0,0.0,0,0,0
2,testing-drivers\src\test\java\org\aspectj\testing\drivers\Harness.java,0.0189043744829265,0.0,0.0,0,0,0
2,runtime\src\main\java\org\aspectj\internal\lang\reflect\InterTypeMethodDeclarationImpl.java,0.018867945798854913,0.0,0.0,0,0,0
2,tests\new\AdviceOnAdvice.java,0.018695662411299406,0.0,0.0,0,0,0
2,weaver\src\test\java\org\aspectj\weaver\ResolvedMemberSignatures15TestCase.java,0.018535439818988208,0.0,0.0,0,0,0
2,tests\multiIncremental\pr220255\inc1\MyServiceImpl.java,0.018502619908277663,0.0,0.0,0,0,0
2,weaver\src\main\java\org\aspectj\weaver\IClassFileProvider.java,0.018133821121629347,0.0,0.0,0,0,0
2,ajde\src\test\java\org\aspectj\ajde\ui\utils\TestEditorAdapter.java,0.014548574061062122,0.0,0.0,0,0,0
2,loadtime\src\main\java\org\aspectj\weaver\loadtime\JRockitAgent.java,0.014127634272838429,0.0,0.0,0,0,0
3,tests\bugs174\pr419279\Code.java,0.0,0.0,0.0,0,0,1
3,tests\src\test\java\org\aspectj\systemtest\incremental\tools\IncrementalPerformanceTests.java,0.16539593127622504,0.0,0.0,0,0,0
3,tests\new\binaryWarnings\src\aspects\MainExecStartLinesErrors.java,0.07529619915419739,0.0,0.0,0,0,0
3,testing\src\test\java\org\aspectj\testing\harness\bridge\FlatSuiteReader.java,0.053105216736755764,0.0,0.0,0,0,0
3,bcel-builder\src\main\java\org\aspectj\apache\bcel\classfile\Unknown.java,0.036975467552140776,0.0,0.0,0,0,0
3,docs\sandbox\ubc-design-patterns\src\ca\ubc\cs\spl\aspectPatterns\examples\chainOfResponsibility\java\Main.java,0.03655986990532814,0.0,0.0,0,0,0
3,tests\src\test\java\org\aspectj\systemtest\ajc152\SynchronizationTests.java,0.033916814883582475,0.0,0.0,0,0,0
3,tests\multiIncremental\pr242797_1\base\src\bug\LocalizedManager.java,0.032970561398523945,0.0,0.0,0,0,0
3,docs\dist\doc\examples\tracing\lib\TraceMyClasses.java,0.03175144780723236,0.0,0.0,0,0,0
3,tests\features153\pipelining\ClassTwo.java,0.030762982444257764,0.0,0.0,0,0,0
3,tests\features153\pipelining\ClassOne.java,0.030762982444257764,0.0,0.0,0,0,0
3,weaver\src\test\java\org\aspectj\weaver\bcel\ZipTestCase.java,0.029343302406527237,0.0,0.0,0,0,0
3,docs\teaching\demos\spacewar\src\spacewar\EnergyPacket.java,0.027823839226947384,0.0,0.0,0,0,0
3,tests\src\test\java\org\aspectj\systemtest\incremental\IncrementalTests.java,0.023820336464951956,0.0,0.06621005784174003,0,0,0
3,ajde\src\main\java\org\aspectj\ajde\ui\swing\OptionsFrame.java,0.023075916886867456,0.0,0.0,0,0,0
3,testing\src\test\java\org\aspectj\testing\ajde\CompileCommand.java,0.022877543663505626,0.0,0.0,0,0,0
3,bcel-builder\src\main\java\org\aspectj\apache\bcel\classfile\Code.java,0.02200905247142758,0.0,0.0,0,0,0
3,org.aspectj.matcher\src\main\java\org\aspectj\weaver\patterns\Pointcut.java,0.021293005418923906,0.0,0.13861642606487243,0,0,0
3,tests\model\pr145963_4\A.java,0.0198961718971248,0.0,0.0,0,0,0
3,org.aspectj.ajdt.core\testdata\binaryParents\TestC\X2.java,0.018523513180139655,0.0,0.0,0,0,0
3,tests\multiIncremental\inpathjars\base\src\p\Asp.java,0.018523513180139655,0.0,0.0,0,0,0
3,tests\bugs1610\pr324932\A.java,0.0181495641660488,0.0,0.0,0,0,0
3,docs\dist\doc\examples\observer\Subject.java,0.016742864620068305,0.0,0.0,0,0,0
3,bridge\src\main\java\org\aspectj\bridge\Constants.java,0.015574945142436758,0.0,0.0,0,0,0
3,tests\bugs170\pr382435\two\bug\A.java,0.013718740118461827,0.0,0.0,0,0,0
3,docs\dist\doc\examples\bean\Point.java,0.01112441257585549,0.0,0.0,0,0,0
3,bcel-builder\src\main\java\org\aspectj\apache\bcel\generic\InstructionTargeter.java,0.01093552553746226,0.0,0.0,0,0,0
3,tests\java5\generics\itds\C.java,0.009676516718154263,0.0,0.0,0,0,0
3,org.aspectj.matcher\src\main\java\org\aspectj\weaver\patterns\WildChildFinder.java,0.009620716171422298,0.0,0.0,0,0,0
3,ajde\testdata\examples\declare-warning\apackage\SomeClass.java,0.009505275255741678,0.0,0.0,0,0,0
3,ajde\testdata\examples\figures-demo\figures\Line.java,0.009268793802278817,0.0,0.07132713252431472,0,0,0
3,bcel-builder\src\main\java\org\aspectj\apache\bcel\generic\InvokeInstruction.java,0.00812064169496413,0.0,0.0,0,0,0
3,ajbrowser\src\main\java\org\aspectj\tools\ajbrowser\ui\EditorManager.java,0.007331309323723813,0.0,0.0,0,0,0
3,tests\new\subaspects\parent\PrivatePointcut.java,0.006419083059672981,0.0,0.0,0,0,0
3,tests\src\test\java\org\aspectj\systemtest\ajc154\CustomMungerExtensionTest.java,0.0048141625862397,0.0,0.0,0,0,0
3,tests\bugs\AdviceExec.java,0.004585171500081922,0.0,0.0,0,0,0
3,org.aspectj.ajdt.core\src\main\java\org\aspectj\org\eclipse\jdt\core\dom\DeclareSoftDeclaration.java,0.00358654831316086,0.0,0.0,0,0,0
3,bcel-builder\src\main\java\org\aspectj\apache\bcel\generic\InstructionConstants.java,0.003585653651218268,0.0,0.0,0,0,0
3,loadtime\src\main\java\org\aspectj\weaver\loadtime\ClassPreProcessorAgentAdapter.java,0.002870815927608944,0.0,0.0,0,0,0
3,org.aspectj.matcher\src\test\java\org\aspectj\weaver\patterns\SignaturePatternTestCase.java,0.0011352163071780797,0.0,0.0,0,0,0
3,testing\src\test\java\org\aspectj\testing\AjcTest.java,0.0009540680850361416,0.0,0.0,0,0,0
3,tests\pureJava\MultiTernaryOps.java,0.0001956789631737668,0.0,0.0,0,0,0
3,tests\bugs150\pr117681\TestAspect.java,0.0,0.0,0.0,0,0,0
3,ajde\testdata\LstBuildConfigManagerTest\A.java,0.0,0.0,0.0,0,0,0
3,tests\bugs170\pr382189\covbug\A.java,0.0,0.0,0.0,0,0,0
3,tests\new\PR417a.java,0.0,0.0,0.0,0,0,0
3,tests\bugs163\pr259279\SomeInterface.java,0.0,0.0,0.0,0,0,0
3,tests\new\AroundAll.java,0.0,0.0,0.0,0,0,0
3,tests\bugs170\pr382189\one\SuperA.java,0.0,0.0,0.0,0,0,0
3,tests\bugs150\PR109486.java,0.0,0.0,0.0,0,0,0
3,tests\incrementalPerformance\Proj64\base\src\out\C48.java,0.0,0.0,0.0,0,0,0
5,tests\bugs174\pr418129\Target.java,0.05407260333841571,0.0,0.0,0,0,1
5,tests\bugs150\pr99191\pr99191_1.java,0.12966239324745238,0.0,0.0,0,0,0
5,tests\features169\itdInnerTypes\Simplest.java,0.12389761953733382,0.0,0.0,0,0,0
5,tests\bugs152\pr135865\One.java,0.11508093204567765,0.0,0.0,0,0,0
5,tests\bugs154\pr209019\case3\AbstractDurationMethod.java,0.10428853075169192,0.0,0.0,0,0,0
5,tests\bugs173\lyor\2\A1.java,0.09349477497536716,0.0,0.0,0,0,0
5,tests\new\PR527.java,0.07458144132740638,0.0,0.0,0,0,0
5,tests\bugs183\436653\abstract\AA.java,0.06997254341808112,0.0,0.0,0,0,0
5,tests\bugs\ThisJoinPointAndVerifier.java,0.06936670136936093,0.0,0.0,0,0,0
5,docs\sandbox\ubc-design-patterns\src\ca\ubc\cs\spl\aspectPatterns\examples\factoryMethod\java\GUIComponentCreator.java,0.06530711077643261,0.0,0.0,0,0,0
5,tests\bugs183\436653\XCode.java,0.06437099366532754,0.0,0.0,0,0,0
5,tests\bugs152\pr142466\AtAspectTestConcreteMethods.java,0.05992996822422367,0.0,0.0,0,0,0
5,tests\bugs151\pr123695\NameAspect.java,0.05782934992232458,0.0,0.0,0,0,0
5,tests\bugs\inlineAround\aspect2\Concrete.java,0.04840481852390735,0.0,0.0,0,0,0
5,tests\bugs161\pr199130\Complex.java,0.04788738149838121,0.0,0.0,0,0,0
5,tests\bugs1612\pr239649\Three.java,0.04722035612860626,0.0,0.0,0,0,0
5,tests\incremental\model\weaving\src\primary\BetaA.java,0.046429278733534224,0.0,0.0,0,0,0
5,tests\multiIncremental\pr280651_decmix\base\src\aspects\MixinAspect.java,0.04597206128415887,0.0,0.0,0,0,0
5,tests\features152\synchronization\transformed\Fifteen.java,0.04506351654232672,0.0,0.0,0,0,0
5,tests\bugs193\333274\ma2\Precedence.java,0.044677420448183285,0.0,0.0,0,0,0
5,tests\features169\transparent\OnePrivateAnnotated.java,0.041696737828982436,0.0,0.0,0,0,0
5,tests\bugs164\pr209051\Bug.java,0.041199281261625434,0.0,0.23076792961123066,0,0,0
5,org.aspectj.matcher\src\main\java\org\aspectj\weaver\NameMangler.java,0.03922514511361827,0.0,0.0,0,0,0
5,tests\src\test\java\org\aspectj\systemtest\ajc152\Ajc152Tests.java,0.034661253913946616,0.0,0.0,0,0,0
5,testing\src\test\java\org\aspectj\testing\util\StructureModelUtil.java,0.033603295174385574,0.0,0.0,0,0,0
5,tests\errors\RecursiveCCutSpecifier.java,0.030227234890129854,0.0,0.0,0,0,0
5,tests\errors\AspectInheritance4.java,0.029727679887358246,0.0,0.0,0,0,0
5,docs\teaching\exercises\answers\Answer3a.java,0.02518424989555765,0.0,0.0,0,0,0
5,tests\bugs166\pr288635\org\tests\atann\TestClass.java,0.023822099703785276,0.0,0.0,0,0,0
5,org.aspectj.ajdt.core\testdata\src1\InterType.java,0.02317961776027159,0.0,0.0,0,0,0
5,tests\design\sourceLines\TestSourceLines.java,0.022584106820962412,0.0,0.0,0,0,0
5,tests\bugs152\pr132349\TopLevelType3.java,0.022239870673718767,0.0,0.0,0,0,0
5,tests\bugs152\pr138158\Foo.java,0.022239870673718767,0.0,0.0,0,0,0
5,tests\bugs186\462821\FooServiceLoggerAspect.java,0.021466155766906324,0.0,0.0,0,0,0
5,tests\multiIncremental\annoRemoval\base\a\Code.java,0.02110839868237618,0.0,0.0,0,0,0
5,tests\new\DeclareParentsNonsenseCE.java,0.019417056851798762,0.0,0.0,0,0,0
5,tests\features153\pipelining\annotations\AnAspect.java,0.019417056851798762,0.0,0.0,0,0,0
5,tests\multiIncremental\SpaceWar\base\src\spacewar\Game.java,0.01885537993034358,0.0,0.0,0,0,0
5,tests\bugs151\atDecp\case2\MainClass.java,0.018371495627440955,0.0,0.0,0,0,0
5,tests\base\test134\Driver.java,0.015619314744807591,0.0,0.0,0,0,0
5,tests\bugs164\PR148508.java,0.014372745648762333,0.0,0.0,0,0,0
5,ajde.core\testdata\figures-coverage\figures\Figure.java,0.013876555692326903,0.0,0.0,0,0,0
5,tests\features161\optimizedAnnotationBinding\CaseTwelve.java,0.012801598201741532,0.0,0.0,0,0,0
5,lib\docbook\docbook-xsl\extensions\saxon643\com\nwalsh\saxon\Verbatim.java,0.011183669730744712,0.0,0.0,0,0,0
5,ajbrowser\src\main\java\org\aspectj\tools\ajbrowser\core\BrowserErrorHandler.java,0.010522049351641312,0.0,0.0,0,0,0
5,docs\dist\doc\examples\bean\Demo.java,0.009059069072407127,0.0,0.0,0,0,0
5,lib\docbook\docbook-xsl\extensions\xalan2\com\nwalsh\xalan\CVS.java,0.0073246125051550735,0.0,0.0,0,0,0
5,tests\bugs153\pr150095\Foo.java,0.007142172316886554,0.0,0.0,0,0,0
5,org.aspectj.matcher\src\main\java\org\aspectj\weaver\patterns\PerThisOrTargetPointcutVisitor.java,0.00634475006671527,0.0,0.0,0,0,0
5,bcel-builder\verifier-src\org\aspectj\apache\bcel\verifier\exc\InvalidMethodException.java,0.00579965193665343,0.0,0.0,0,0,0
5,org.aspectj.ajdt.core\src\main\java\org\aspectj\ajdt\internal\compiler\ast\InterTypeFieldDeclaration.java,0.005695970867242289,0.0,0.0,0,0,0
5,tests\bugs174\pr418129\Target2.java,0.05287789335239166,0.0,0.0,0,0,1
5,tests\src\test\java\org\aspectj\systemtest\ajc150\RuntimeAnnotations.java,0.13821739187788562,0.0,0.0,0,0,0
